,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA
6038,4386,Albert J Ellis Airport,3682,Hartsfield Jackson Atlanta International Airport,24873,705014,OAJ,ATL
6040,3454,Eppley Airfield,3682,Hartsfield Jackson Atlanta International Airport,53004,1602213,OMA,ATL
6044,3720,Portland International Airport,3682,Hartsfield Jackson Atlanta International Airport,136173,4189181,PDX,ATL
6045,3633,Newport News Williamsburg International Airport,3682,Hartsfield Jackson Atlanta International Airport,32075,966230,PHF,ATL
6048,4046,General Wayne A. Downing Peoria International Airport,3682,Hartsfield Jackson Atlanta International Airport,37848,1130741,PIA,ATL
6052,3641,Theodore Francis Green State Airport,3682,Hartsfield Jackson Atlanta International Airport,57664,1685475,PVD,ATL
6055,4016,Roanoke–Blacksburg Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,23968,706436,ROA,ATL
6056,3622,Greater Rochester International Airport,3682,Hartsfield Jackson Atlanta International Airport,51199,1554838,ROC,ATL
6058,3731,San Diego International Airport,3682,Hartsfield Jackson Atlanta International Airport,110735,3457987,SAN,ATL
6061,4359,South Bend Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,37371,1112296,SBN,ATL
6063,3577,Seattle Tacoma International Airport,3682,Hartsfield Jackson Atlanta International Airport,139266,4263641,SEA,ATL
6064,3577,Seattle Tacoma International Airport,3808,Ketchikan International Airport,162274,1231212,SEA,KTN
6067,4348,Springfield Branson National Airport,3682,Hartsfield Jackson Atlanta International Airport,37826,1095579,SGF,ATL
6068,3609,Shreveport Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,31746,977923,SHV,ATL
6069,3748,Norman Y. Mineta San Jose International Airport,3682,Hartsfield Jackson Atlanta International Airport,127391,3924122,SJC,ATL
6070,3536,Salt Lake City International Airport,3682,Hartsfield Jackson Atlanta International Airport,98808,3040479,SLC,ATL
6073,3867,John Wayne Airport-Orange County Airport,3682,Hartsfield Jackson Atlanta International Airport,113552,3522635,SNA,ATL
6076,3745,Syracuse Hancock International Airport,3682,Hartsfield Jackson Atlanta International Airport,52842,1574071,SYR,ATL
6077,3698,Tallahassee Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,15124,424314,TLH,ATL
6079,4116,Tri-Cities Regional TN/VA Airport,3682,Hartsfield Jackson Atlanta International Airport,17042,514863,TRI,ATL
6081,3636,Tucson International Airport,3682,Hartsfield Jackson Atlanta International Airport,89457,2789706,TUS,ATL
6082,3676,McGhee Tyson Airport,3682,Hartsfield Jackson Atlanta International Airport,12036,359747,TYS,ATL
6083,5776,Valdosta Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,11598,360250,VLD,ATL
6084,3873,Destin-Ft Walton Beach Airport,3682,Hartsfield Jackson Atlanta International Airport,16764,493072,VPS,ATL
6085,4356,Northwest Arkansas Regional Airport,3682,Hartsfield Jackson Atlanta International Airport,38286,1170300,XNA,ATL
6086,3774,Ted Stevens Anchorage International Airport,3854,Cold Bay Airport,178904,1468946,ANC,CDB
6087,3774,Ted Stevens Anchorage International Airport,6742,Sand Point Airport,148571,1276552,ANC,SDP
6088,3774,Ted Stevens Anchorage International Airport,3428,St George Airport,194337,5253435,ANC,STG
6089,3448,General Edward Lawrence Logan International Airport,3857,Long Island Mac Arthur Airport,14821,397999,BOS,ISP
6090,3448,General Edward Lawrence Logan International Airport,3771,Plattsburgh International Airport,16224,409871,BOS,PBG
6091,3448,General Edward Lawrence Logan International Airport,3528,Northern Maine Regional Airport at Presque Isle,21901,632956,BOS,PQI
6092,3854,Cold Bay Airport,3774,Ted Stevens Anchorage International Airport,179021,1469840,CDB,ANC
6093,3857,Long Island Mac Arthur Airport,3448,General Edward Lawrence Logan International Airport,14516,396614,ISP,BOS
6094,3771,Plattsburgh International Airport,3448,General Edward Lawrence Logan International Airport,16070,404927,PBG,BOS
6095,3528,Northern Maine Regional Airport at Presque Isle,3448,General Edward Lawrence Logan International Airport,21715,629896,PQI,BOS
6096,6742,Sand Point Airport,3774,Ted Stevens Anchorage International Airport,148691,1277447,SDP,ANC
6097,3428,St George Airport,3774,Ted Stevens Anchorage International Airport,195285,5275090,STG,ANC
6106,3861,Louis Armstrong New Orleans International Airport,3494,Newark Liberty International Airport,68498,2097975,MSY,EWR
6107,3861,Louis Armstrong New Orleans International Airport,3714,Washington Dulles International Airport,56224,1737771,MSY,IAD
6111,4019,Albuquerque International Sunport,3597,Cavern City Air Terminal,15873,466703,ABQ,CNM
6112,4019,Albuquerque International Sunport,7584,Los Alamos Airport,5660,158209,ABQ,LAM
6113,3597,Cavern City Air Terminal,4019,Albuquerque International Sunport,16007,458520,CNM,ABQ
6114,6739,Hagerstown Regional Richard A Henson Field,3714,Washington Dulles International Airport,4240,101382,HGR,IAD
6115,3714,Washington Dulles International Airport,6739,Hagerstown Regional Richard A Henson Field,4723,104562,IAD,HGR
6116,3714,Washington Dulles International Airport,5751,Lancaster Airport,8954,229508,IAD,LNS
6117,3550,George Bush Intercontinental Houston Airport,5775,Victoria Regional Airport,7692,222865,IAH,VCT
6118,7584,Los Alamos Airport,4019,Albuquerque International Sunport,5520,156587,LAM,ABQ
6119,5751,Lancaster Airport,3714,Washington Dulles International Airport,8443,222693,LNS,IAD
6120,5775,Victoria Regional Airport,3550,George Bush Intercontinental Houston Airport,7412,222451,VCT,IAH
6121,3726,Boeing Field King County International Airport,5731,William R Fairchild International Airport,9182,219459,BFI,CLM
6122,3726,Boeing Field King County International Airport,7083,Orcas Island Airport,11757,183424,BFI,ESD
6123,5731,William R Fairchild International Airport,3726,Boeing Field King County International Airport,9182,219892,CLM,BFI
6124,7083,Orcas Island Airport,7082,Friday Harbor Airport,4543,29799,ESD,FRD
6125,7082,Friday Harbor Airport,3726,Boeing Field King County International Airport,11997,176414,FRD,BFI
6128,3445,Hana Airport,3456,Kahului Airport,6696,77365,HNM,OGG
6129,3456,Kahului Airport,3445,Hana Airport,7073,78784,OGG,HNM
6137,3524,Atlantic City International Airport,3448,General Edward Lawrence Logan International Airport,19160,542618,ACY,BOS
6138,3524,Atlantic City International Airport,3645,Detroit Metropolitan Wayne County Airport,33774,1001607,ACY,DTW
6139,3524,Atlantic City International Airport,3533,Fort Lauderdale Hollywood International Airport,63298,1959118,ACY,FLL
6140,3524,Atlantic City International Airport,3878,Orlando International Airport,54836,1680738,ACY,MCO
6141,3524,Atlantic City International Airport,3515,Myrtle Beach International Airport,34602,995060,ACY,MYR
6143,3524,Atlantic City International Airport,3793,Southwest Florida International Airport,64221,1954578,ACY,RSW
6144,3524,Atlantic City International Airport,3646,Tampa International Airport,57998,1751255,ACY,TPA
6147,3448,General Edward Lawrence Logan International Airport,3524,Atlantic City International Airport,19332,545757,BOS,ACY
6149,3448,General Edward Lawrence Logan International Airport,3533,Fort Lauderdale Hollywood International Airport,78257,2382855,BOS,FLL
6150,3448,General Edward Lawrence Logan International Airport,3515,Myrtle Beach International Airport,49561,1418797,BOS,MYR
6152,3849,Baltimore/Washington International Thurgood Marshall Airport,3670,Dallas Fort Worth International Airport,72677,2222230,BWI,DFW
6155,3849,Baltimore/Washington International Thurgood Marshall Airport,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,59250,1783746,BWI,MSP
6156,3849,Baltimore/Washington International Thurgood Marshall Airport,3515,Myrtle Beach International Airport,26344,757995,BWI,MYR
6157,4285,Yeager Airport,3515,Myrtle Beach International Airport,25527,691667,CRW,MYR
6172,3670,Dallas Fort Worth International Airport,3533,Fort Lauderdale Hollywood International Airport,68547,2113281,DFW,FLL
6176,3670,Dallas Fort Worth International Airport,3878,Orlando International Airport,58566,1792458,DFW,MCO
6179,3670,Dallas Fort Worth International Airport,3515,Myrtle Beach International Airport,61701,1872965,DFW,MYR
6180,3670,Dallas Fort Worth International Airport,3453,Metropolitan Oakland International Airport,89406,2723856,DFW,OAK
6184,3670,Dallas Fort Worth International Airport,3462,Phoenix Sky Harbor International Airport,53897,1693726,DFW,PHX
6185,3670,Dallas Fort Worth International Airport,3731,San Diego International Airport,69184,2174892,DFW,SAN
6187,3670,Dallas Fort Worth International Airport,3646,Tampa International Airport,59241,1816465,DFW,TPA
6188,3645,Detroit Metropolitan Wayne County Airport,3524,Atlantic City International Airport,33926,1005601,DTW,ACY
6189,3645,Detroit Metropolitan Wayne County Airport,1852,Cancún International Airport,189059,4896370,DTW,CUN
6192,3645,Detroit Metropolitan Wayne County Airport,3533,Fort Lauderdale Hollywood International Airport,70186,2181689,DTW,FLL
6195,3645,Detroit Metropolitan Wayne County Airport,3484,Los Angeles International Airport,118296,3670485,DTW,LAX
6197,3645,Detroit Metropolitan Wayne County Airport,3878,Orlando International Airport,60205,1860866,DTW,MCO
6198,3645,Detroit Metropolitan Wayne County Airport,3515,Myrtle Beach International Airport,45486,1252024,DTW,MYR
6199,3645,Detroit Metropolitan Wayne County Airport,3793,Southwest Florida International Airport,67105,2088196,DTW,RSW
6200,3645,Detroit Metropolitan Wayne County Airport,3646,Tampa International Airport,60881,1884873,DTW,TPA
6201,3533,Fort Lauderdale Hollywood International Airport,3524,Atlantic City International Airport,63210,1958841,FLL,ACY
6203,3533,Fort Lauderdale Hollywood International Airport,3448,General Edward Lawrence Logan International Airport,77836,2377289,FLL,BOS
6204,3533,Fort Lauderdale Hollywood International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,54997,1721171,FLL,BWI
6205,3533,Fort Lauderdale Hollywood International Airport,1852,Cancún International Airport,179449,4701168,FLL,CUN
6208,3533,Fort Lauderdale Hollywood International Airport,3645,Detroit Metropolitan Wayne County Airport,69818,2177853,FLL,DTW
6209,3533,Fort Lauderdale Hollywood International Airport,1767,La Aurora Airport,177728,4517161,FLL,GUA
6210,3533,Fort Lauderdale Hollywood International Airport,3630,Niagara Falls International Airport,73593,2241572,FLL,IAG
6213,3533,Fort Lauderdale Hollywood International Airport,5747,Arnold Palmer Regional Airport,61469,1846660,FLL,LBE
6214,3533,Fort Lauderdale Hollywood International Airport,3697,La Guardia Airport,67001,2060077,FLL,LGA
6216,3533,Fort Lauderdale Hollywood International Airport,1863,Augusto C. Sandino (Managua) International Airport,221501,5243069,FLL,MGA
6217,3533,Fort Lauderdale Hollywood International Airport,3515,Myrtle Beach International Airport,36451,1108260,FLL,MYR
6219,3533,Fort Lauderdale Hollywood International Airport,3771,Plattsburgh International Airport,81221,2506633,FLL,PBG
6220,3533,Fort Lauderdale Hollywood International Airport,1871,Tocumen International Airport,284291,6429087,FLL,PTY
6221,3533,Fort Lauderdale Hollywood International Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,189458,4725442,FLL,SAL
6222,3533,Fort Lauderdale Hollywood International Airport,1772,Ramón Villeda Morales International Airport,189149,4672224,FLL,SAP
6223,3533,Fort Lauderdale Hollywood International Airport,1885,Juan Santamaria International Airport,243465,5644287,FLL,SJO
6224,3533,Fort Lauderdale Hollywood International Airport,1850,Licenciado Adolfo Lopez Mateos International Airport,122804,3484017,FLL,TLC
6226,3533,Fort Lauderdale Hollywood International Airport,1956,San Salvador Airport,189458,4725442,FLL,ZSA
6227,3630,Niagara Falls International Airport,3533,Fort Lauderdale Hollywood International Airport,73378,2242397,IAG,FLL
6228,3630,Niagara Falls International Airport,3515,Myrtle Beach International Airport,48021,1361018,IAG,MYR
6240,3877,McCarran International Airport,3533,Fort Lauderdale Hollywood International Airport,130723,4038383,LAS,FLL
6250,3484,Los Angeles International Airport,3645,Detroit Metropolitan Wayne County Airport,118221,3674874,LAX,DTW
6256,5747,Arnold Palmer Regional Airport,3533,Fort Lauderdale Hollywood International Airport,61122,1846362,LBE,FLL
6257,5747,Arnold Palmer Regional Airport,3878,Orlando International Airport,52661,1567982,LBE,MCO
6258,5747,Arnold Palmer Regional Airport,3515,Myrtle Beach International Airport,35765,964983,LBE,MYR
6261,3697,La Guardia Airport,3533,Fort Lauderdale Hollywood International Airport,67046,2060343,LGA,FLL
6262,3697,La Guardia Airport,3515,Myrtle Beach International Airport,38350,1096285,LGA,MYR
6264,3878,Orlando International Airport,3524,Atlantic City International Airport,54457,1678069,MCO,ACY
6266,3878,Orlando International Airport,3645,Detroit Metropolitan Wayne County Airport,59737,1858803,MCO,DTW
6269,3878,Orlando International Airport,5747,Arnold Palmer Regional Airport,52716,1565888,MCO,LBE
6271,3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,59232,1788866,MSP,BWI
6279,3515,Myrtle Beach International Airport,3524,Atlantic City International Airport,34519,995385,MYR,ACY
6280,3515,Myrtle Beach International Airport,3448,General Edward Lawrence Logan International Airport,49146,1413832,MYR,BOS
6281,3515,Myrtle Beach International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,26306,757715,MYR,BWI
6282,3515,Myrtle Beach International Airport,4285,Yeager Airport,25860,692391,MYR,CRW
6283,3515,Myrtle Beach International Airport,3670,Dallas Fort Worth International Airport,62032,1873733,MYR,DFW
6284,3515,Myrtle Beach International Airport,3645,Detroit Metropolitan Wayne County Airport,45277,1252929,MYR,DTW
6285,3515,Myrtle Beach International Airport,3533,Fort Lauderdale Hollywood International Airport,36490,1110775,MYR,FLL
6286,3515,Myrtle Beach International Airport,3630,Niagara Falls International Airport,48165,1359295,MYR,IAG
6287,3515,Myrtle Beach International Airport,5747,Arnold Palmer Regional Airport,36041,964384,MYR,LBE
6288,3515,Myrtle Beach International Airport,3697,La Guardia Airport,38311,1096621,MYR,LGA
6290,3515,Myrtle Beach International Airport,3771,Plattsburgh International Airport,52531,1543177,MYR,PBG
6292,3453,Metropolitan Oakland International Airport,3670,Dallas Fort Worth International Airport,89339,2723558,OAK,DFW
6294,3453,Metropolitan Oakland International Airport,3830,Chicago O'Hare International Airport,110230,3429770,OAK,ORD
6307,3830,Chicago O'Hare International Airport,3453,Metropolitan Oakland International Airport,110470,3420182,ORD,OAK
6310,3771,Plattsburgh International Airport,3533,Fort Lauderdale Hollywood International Airport,81521,2508801,PBG,FLL
6311,3771,Plattsburgh International Airport,3515,Myrtle Beach International Airport,52825,1544743,PBG,MYR
6314,3720,Portland International Airport,3731,San Diego International Airport,60379,1759171,PDX,SAN
6320,3793,Southwest Florida International Airport,3524,Atlantic City International Airport,64010,1953958,RSW,ACY
6321,3793,Southwest Florida International Airport,3645,Detroit Metropolitan Wayne County Airport,66637,2084478,RSW,DTW
6325,3731,San Diego International Airport,3720,Portland International Airport,60354,1759008,SAN,PDX
6326,3731,San Diego International Airport,1840,Los Cabos International Airport,72778,1737096,SAN,SJD
6327,3646,Tampa International Airport,3524,Atlantic City International Airport,57835,1752317,TPA,ACY
6329,3646,Tampa International Airport,3645,Detroit Metropolitan Wayne County Airport,60461,1882837,TPA,DTW
6341,4167,Orlando Sanford International Airport,3576,Miami International Airport,13230,414725,SFB,MIA
